Category,ProcessedText,SpeakerDialect
اطفال,كل شوي اقولك امريكا والصوت يروح لامريكا ويرجع من امريكا ما شكيتي في الموضوع,Najdi
اطفال,يا هديل,Hijazi
كوميدي,وقف,Hijazi
كوميدي,اصحى يا سرور اصحى من حلمك اللي انت فيه هذه مجرد ورقة بس بالنسبة لك,Najdi
درامي,الشركة هذي شركتي والحلال حلالي اروح وقت ما اروح واجي وقت ماجي,Khaliji
درامي,انا يا فيصل كان قلبي حاسس من الاول,Najdi
اطفال,اسمع اسمع يا علي بابا احنا مقدرين انك خايف مننا لكن انا اقول لك نحنا ناس كويسين ناس طيبين وبتقدر تعتمد علينا وتثق فينا وجودنا هنا اليوم جنبك,Khaliji
اطفال,نعم,Hijazi
درامي,يقول الشاعر,Najdi
درامي,ارجعي,Khaliji
اطفال,ادخل,Najdi
كوميدي,هم قالوا اذا مسكوا الحرامي ظلهم يتصلون علينا و يكلمونا,Hijazi
كوميدي,واشمعوا بصواني لوما الشوق,Khaliji
اطفال,لا ما اعرفه,Khaliji
اطفال,طيب يا ولد يا فرحان ما دام الحكيم قلت الكلام هذا بصراحة انا ماني فاهم شي في كل الكلام ده اسكت يا ام الخير احسنلك,Khaliji
اطفال,يعني معقولة ما في احد من اصدقائي اللي انا اعرفهم ممكن يضحي على شاني,Hijazi
اطفال,فعلا يا كبير انا بصراحة خايف على نفسي لاني في خطر وياريت يعني نخلص من الموضوع ده المجرب بسرعة ونروح,Khaliji
كوميدي,مشروعي,Khaliji
درامي,يا بنتي سبق وقلت لك لا بد انك تغيري من روتين البيت,Hijazi
اطفال,الطبيب الاديب انا اسف,Najdi
كوميدي,يا واد يا واد ما ابى تحية,Hijazi
درامي,انا اقوله لو كنت ابي اقوله كان قلتها في وقتها وما كان حطيت بنتي بدرية في ها الموقف قدام اخوها,Hijazi
كوميدي,اي بوصة,Hijazi
اطفال,محتاجه الاجابة عليها يا مريم,Hijazi
كوميدي,ما يشوف رجال مار بشنطة الا الحق تعرف عليه,Khaliji
درامي,ما ادام كدا انا ابغاك تسمع كلامى,Hijazi
درامي,هاه وش رايك,Khaliji
اطفال,دبر نفسك,Hijazi
كوميدي,على الاقل انا افكاري نظيفة مو ذبان وقرود ولعب اطفال,Hijazi
اطفال,الهدف الكبير الي قدامنا,Khaliji
اطفال,لا لا لا لا,Khaliji
اطفال,وبما انكم اذكياء للدرجة هذي,Hijazi
كوميدي,اللى بريال سويناه بنص ريال,Khaliji
درامي,والله ما في بنات زيها,Hijazi
درامي,اجل ما وفيه هذه حركاته دايما لكن لا تشيل هم يجيك شيء يدور الاكل,Najdi
كوميدي,تسعمية وثلاث وخمسين ريال,Khaliji
كوميدي,طلاق ثاني,Najdi
اطفال,زعلان على الفلوس,Khaliji
اطفال,بس احنا مو محتاجين وفي,Hijazi
كوميدي,وش بتسوي بدوني الولد,Najdi
اطفال,يا محمد السهلي,Najdi
اطفال,ولا طريقتك انت في الاكل,Khaliji
كوميدي,اه,Najdi
كوميدي,شلون شعندي اثنين على واحد يعني شسوي,Khaliji
درامي,مصاب بمرض ما منه فايدة ولا له علاج,Khaliji
درامي,ايش تسميه,Hijazi
كوميدي,ايش يعني,Hijazi
درامي,ولما جاتها دارت لها وجهها,Hijazi
درامي,اذا كان لي نصيب ليه لا,Hijazi
درامي,لا حول ولا قوة الا بالله العلي,Najdi
كوميدي,انا تكلمت حقيقة مع شؤون الموظفين قلت لهم سليمان لازم يرجع قالوا لي كيف يرجع ما اقدر ال ال البند ما يسمح قلت لهم ما اعرف انا هالكلام الكلام هدا ما اعرفه ما اعرفه ابدا سليمان يرجع يعني يرجع اصريت عليهم انا حقيقة هم ما قصروا لقوا لك وظيفة على بند الاجور والراتب تلاتة الاف ريال قلت لهم,Hijazi
درامي,طيب اذا في خطر,Hijazi
درامي,ايه نجيب فيصل,Hijazi
درامي,وراكم تناظرون بعض كدا,Khaliji
اطفال,يحب يسولف وبدا انه ياخذ ويعطي بالكلام صح بداية كان متوترا ول ما دخل بس بعد ما تكلم وسولف حسيت انها عادي على خلاص اخذ على المكان,Najdi
درامي,طيب خير ان شاء الله,Hijazi
درامي,ما كان لا طماع ولا خبيث,Najdi
اطفال,ايه المجر,Najdi
كوميدي,اركان خلاص وش,Khaliji
اطفال,عشان الثاني وحدة معلومة في حياته,Khaliji
كوميدي,عشرين صندوق,Najdi
كوميدي,يولع اللمبة عندي هني ويضرب جرس الانذار وين,Hijazi
درامي,انت تعتقد ان ميزر لما صار يصرف على العمال ويبذر المال هنا وهنا انه كان يصرف اعتقادا منه انه صاحب حلال,Khaliji
درامي,انا حنان,Najdi
كوميدي,سوي كده,Hijazi
درامي,في كلمة اخيرة,Najdi
درامي,عيال,Khaliji
اطفال,بس انا اقول ءء ناجلها شوية وان شاء الله هي تهدا من زعلها ذا,Najdi
كوميدي,يا حضرة الضابط انا عمي خميس خذ صك البيت وصك البيت عنده لكن انا ما ادري هل هو باقه,Khaliji
درامي,وحقيقة وانا مستحيل كلمتها عن ميزر وقلت له اني انا اطلب ميزر سبعة الاف ريال,Najdi
اطفال,يا جماعة يا جماعة مستمع عارف انه جزيرة امانة في رقبته ومستحيل انه يتخذ قرار خطير زي ده انه ام الخير صاحبة الجزيرة الا هو عارف ومتاكد انه فعلا هي صاحبة الجزيرة ولا ايش رايك يا مستقر,Hijazi
اطفال,شكرا شكرا ما قصرتي تفضلي روحي روحي,Hijazi
درامي,هالموضوع انفتح مليون مرة وانا بالي مو مع المشاكل,Khaliji
اطفال,ايوة,Khaliji
كوميدي,شفت وملفت واكل عليها الزمان وشرب ترميني,Khaliji
اطفال,يا سعيد يا سعيد اسمعني و طيعني خلي نخلص عليه,Khaliji
اطفال,ذلك هو يقول كم فاء ذلك ذلك ما فيها ولا فاء يعني كلمة ذلك ما في فاء,Najdi
اطفال,انا مدير المطعم,Khaliji
اطفال,ايوة الفلوس,Khaliji
اطفال,بس هذا اللي يعني اصدمتني فيه كثير حرام والله تاكلين ذا الحلويات كلها,Najdi
درامي,باليوم غدا طيب يمكن سالم ولد عمش يجي يتغدى معانا انا بطلبه بقعد معاه شوي نشوف اخرتها,Khaliji
اطفال,انا ابغى افهم بس انتو جايبوني هنا ليش,Hijazi
كوميدي,حليناه ان شاء الله,Najdi
اطفال,ما دامك متاكد ايش حاجتك تسال بعد,Khaliji
درامي,دحين تاكدت ان الرجال هذا وراها مصيبة,Khaliji
درامي,نصيبي,Najdi
اطفال,فعلا,Hijazi
كوميدي,انا اؤمن ان الاصوات الجميلة ترى وراثة,Khaliji
اطفال,اسمع كلام كثير اني ما ابغى,Khaliji
كوميدي,هذا مدير مكتبي انا والمكتب الاول هذا مدير مكتب مدير مكتب,Khaliji
كوميدي,يا ابو بدر الله يطول بعمرك انا عندي ظرف عائلي انا بغيت غيرواضح,Khaliji
كوميدي,الله يهديك يا يمه مو انت الحين اللي تقولين انه ما بعد الضيق الا فرجت,Khaliji
اطفال,الحقيقة كله شغل يا ريت خليني اشوف شغلي ونبتدي بهذا الكمبيوتر ها,Hijazi
كوميدي,انا انا,Hijazi
كوميدي,وكلامي كلام الين قلب راستش وانقلبتي مرة وحدة,Khaliji
درامي,ها كيفك اليوم احسن,Hijazi
درامي,اللهم طولك ياروح بس,Khaliji
درامي,اللي تشوفه,Khaliji
كوميدي,انا اللي اعرفه انه الصراف هذا تخصص الحريم,Khaliji
درامي,ايه كمل ايش واقول ايش مو كل شيء واضح مثل الشمس حضرتك,Najdi
اطفال,هاي هاي احترم نفسك يا حكيم خيرة الله عليك,Khaliji
اطفال,يلا نشوف,Najdi
درامي,لا حول ولا قوة الا بالله,Khaliji
كوميدي,سجل المرة شكرا شكرا لكل جهد تبذلونه لخدمة المواطن شكرا لكم,Najdi
اطفال,من بلال الحربي وبسم الله,Najdi
درامي,يسفرة,Najdi
درامي,لانك مثل ال غيرواضح ما غيرواضح الا من الدرع غيرواضح ايواه اه,Najdi
اطفال,ايش هذه الورقة,Khaliji
درامي,يبيله تعب يا ولدي والهدم اسرع منه,Najdi
درامي,تفضل استريح,Hijazi
اطفال,طيب كم عمرك عمري كدا ستة سته طيب اللعبة هذي شو اسمها في التيك توك كدا,Najdi
درامي,المخدرات,Khaliji
درامي,ف حسبني مخه ما عرف ها,Khaliji
اطفال,هذا عيد وهذاك سعيد احفادي,Najdi
درامي,كيف ممكن اكون احسن من جلال,Hijazi
اطفال,يو انا بصراحة تعبت من كثر قراية,Khaliji
اطفال,صحيح كل الاوراق سليمة,Hijazi
درامي,حاسة بالوحدة اكتر,Hijazi
كوميدي,ما شاء الله اول مرة تقولين الحق كل مشكلة تصير في هالبيت من وراك امونة زنوبة بعدين ادور لك انت دوري لي وانا اخرج لك لا اله الا الله عاوزي من الشيطان لاحسن الافراس حبة سودا تخرج خلي تخرج ونشوف خرجيها لا جدتي يا جدتي ايش فيك طيب يا امونة ايش فيكم طيب يا امونة طيب حتشوفي حتشوفي يا جداتي ايش فيكم قلتبتوها نكد هاهاها يلا يلا يا مروان احنا قاعدين نحتفل ايه ايه يلا قطعي الكيكة يلا قطعي الكيكة قطعي الكيكة يلا تقطع الكيكة قطع الكيكة يلا قطعي اديني وصلة اديها وصلة اكبر وصلة,Hijazi
اطفال,ايه يعني ايه,Khaliji
كوميدي,خليفة شلونك يمه اليوم عساك بخير,Khaliji
درامي,لا ماله داعي اخاف نسمع منها كلمة تكدرنا,Najdi
كوميدي,الموضوع فيه انه قوليلي احكي لي انا شريك حياتك,Khaliji
كوميدي,يعني لو قلنا سوينا لنا ديكور من الالمونيوم,Khaliji
درامي,لا الله يسلمك انا بروح عندي شغل,Khaliji
اطفال,ايوه استاذ عادل,Hijazi
كوميدي,اي صح خلني اتصل ليش لا شوف جوالي جوالي بعد نسيته مع البوك اي اي اي البوك البوك حقي نسيته في القاعة,Hijazi
درامي,ما ادري انا جيت من المدرسة ما شفتها,Khaliji
كوميدي,يا حبيبي يا حبيبي هذا كلام فاضي اللي تشوفه في هالمسلسلات كلام فاضي مو صحيح هم يصورونها و ينتجونها بغباء علشان احنا وبس ترى هم مايشوفون هالمسلسلات,Hijazi
درامي,خوفي كلام يجرح احاسيسك ومشاعرك,Najdi
اطفال,وهو الوحيد اللي يقدر يجاوبك عليها,Hijazi
اطفال,الو ايوا يا سعد اها ايش الاخبار,Hijazi
درامي,مو مصدق,Najdi
كوميدي,فيزياء ركز معي يا محمد,Hijazi
اطفال,امم امم فاكرة كلمة السر,Hijazi
كوميدي,اي يقول لك ها من ساهر عدم ربط حزام الامان يا ليل الليل هب للشيطان قنبلة,Najdi
درامي,يا لطيف,Hijazi
اطفال,الاجابة هي رد على الكفرة الملحدين هم من ينكرون ايات الله تعالى فاراهم الله,Najdi
اطفال,لا تاكلي شي ممنوع لا تلمسي شي ولا تخربي شي,Najdi
درامي,على الاقل اروح الزيد هو يقدر يروح يسال,Khaliji
كوميدي,طيب ممكن خليك في الغابة حقتك,Hijazi
درامي,ولا نطقت ولا كلمة ولا حرف تقول موصينها ما تتكلم,Najdi
كوميدي,اللي تزوجوا يمه كل وحده معاها طفل او اثنين,Khaliji
كوميدي,اي تبي وش يذكروني فيه,Hijazi
اطفال,ماني عارف رهيب هذا ايش يبغى بالضبط خليك معاي يا محبوب رهيب هذا لو يغطزن كان ياخد وميتين و هو بس كان يدين علاج علاج المرض يا محبوب,Khaliji
درامي,يلا مع السلامة,Hijazi
كوميدي,ناسي بس ناوي ان شاء الله خير,Khaliji
درامي,ليش تقولي كده يا بنتي,Hijazi
اطفال,لا مؤاخذة بابا فرحان بصراحة يعني انا شايفة انه جهاز البيمبم هذا مفيد جدا,Khaliji
كوميدي,وهذه المهام ما يسويها الا غير واضح,Khaliji
كوميدي,مو غلط,Khaliji
كوميدي,فيصل,Najdi
درامي,يعني الحين يا عزيزة,Hijazi
كوميدي,يعني علشان فيصل ما مر ماتروح للمدرسة شلون اخذت تكسي يا يما و رحت,Najdi
درامي,كنت ابغاك,Hijazi
اطفال,ثواني قليلة ويبدا الاختبار مع الين,Najdi
كوميدي,بسم الله ما شاء الله بسم الله ما شاء الله,Hijazi
درامي,الكلام هذا ما يمشي عندي,Hijazi
درامي,حاضر حاضر يا فايزة الحين اتصل على السكرتير وانهي الموضوع بالكامل انتي تؤمري يا حياتي,Hijazi
كوميدي,هذا تونا متعرفين عليه توهم ساكنين في حارتنا,Najdi
درامي,مثل هالكلام الحمد لله الحمد لله ربي اعطاني اللي بغيته بعد صبر طويل,Khaliji
كوميدي,يكون ما عنده يوما,Hijazi
كوميدي,ايش تقول,Najdi
اطفال,يقوى ويزيد ذكاء,Najdi
كوميدي,في الورشة الورشة عشان كل هذا عشان تنبهنا اي دخيل يدخل الورشة,Hijazi
كوميدي,بس علشان اعرف معناها,Khaliji
اطفال,وانا موجود هنا عشان حياتي في خطر زي ما قلتوا,Khaliji
اطفال,بس بس ارجوك ارجوك يدكتور سنكر سمعة الجريدة اسمي اسمي وتاريخي ما يروحوا هدر عيد اثنين علاقتهم بالصحافة زي علاقتي بكوكب المريخ,Hijazi
كوميدي,ما ادري والله يا خزنة اجوا امر عليه من اجل قومي شلي بيدك يعني راح وامشي,Khaliji
اطفال,وجدت نفسي وحيد,Khaliji
كوميدي,ايه تمسكن تمسكن قدام حرمة كانت تسويلي نفسك يتيم الحين انت بالذات تنطم لاني مابي اسمع لك صوتي احبك للشر تحب المشاكل انت,Najdi
درامي,و قربت,Hijazi
كوميدي,سجن خاص,Hijazi
درامي,والله عشنا وشفنا يا نوال,Khaliji
كوميدي,انا مع الحق,Khaliji
كوميدي,تشرفنا,Hijazi
كوميدي,برسله برسله اوكي,Hijazi
اطفال,ويطمح انه يكون مميز,Najdi
اطفال,يمكن يا بابا فرحان علشان علشان مرتب على طول متوتر,Najdi
اطفال,المشكلة انه لازم يعملها وانت عارف انت عارف جدو سرحان,Najdi
اطفال,وانا غاليه عندكم للدرجة هادي,Hijazi
درامي,مو بس طلال الي يقولها كلنا نقول كذة,Najdi
درامي,وازور عمي عند ابراهيم,Hijazi
درامي,الله يستر,Hijazi
اطفال,روح انت على طريق سفر القرية,Khaliji
درامي,ثانيا يا اخي انت عارف انه اختك نورا هذي مغلوبة على امرها ليش مقاطعها,Hijazi
كوميدي,بس هناك دبابة بنبي بنروح نلعب به,Khaliji
درامي,وانا ايش دراني وانا فيه وهو من يوم ما اخذ ورقة الشرطة لميزر وهو على وجهه ما عاد رجع,Khaliji
اطفال,الكنز انا ابغى الكنز انا يدي وجعتني من كثر الحفر وكمان ما يصير انو نروح للراجل ونقول نحن ما لقينا الكنز,Hijazi
درامي,ايه تفضل,Khaliji
اطفال,حصل خير,Hijazi
اطفال,دقيقة واحدة,Najdi
اطفال,وكمان بابا فرحان احرجني انا كان المفروض اني امشي على طول بس ايش اسوي عاد انا تعبانة انا انا لازم تخلوني اضى للامر الواقع والمفروض انه انا ما ارضخ للامرالواقع يكون لي موقف بس ايش اسوي عاد لهبالتي وبعدين انا لمن يكون لي موقف المفروض اني انا اطول ال,Najdi
اطفال,تترك القرية,Najdi
درامي,ما هي رايحة الشغل,Hijazi
كوميدي,اربعة ضد خمسة,Hijazi
اطفال,بس غيرت رايها من جديد ودخلنا الهدية الثانية والهنوف بدات تفكر جديا اذا فتحتها او تطنش الموضوع عشان ما تكسر كلمة ماما لا لالا لسا الحلويات الذ ما حد معاكي هنا انتي وحدك بس يعني ماما وكلنا بنشوفك برا الغرفة,Najdi
اطفال,هذا ما قاله جدي سرحان الاول,Khaliji
كوميدي,ماني قادر امسك نفسي من الفرحة يا اميمة الف مبروك يا حبيبتي الحمدلله على سلامتك,Hijazi
اطفال,ايوه يا سعيد بابا فرحان موجود,Hijazi
اطفال,غلط ايه بس يا مسعود,Hijazi
كوميدي,شفا فيها الشفا وفيها ترياق ام صاعوق سامحيها سامحيها يا ام صاعوق سام,Najdi
كوميدي,كنت اتوقع انك تصير في سريرك لين موعد العيادة,Najdi
درامي,ما انت عارفة خطورتها,Hijazi
درامي,يلا زين نتقابل ان شاء الله في امان الله,Hijazi
كوميدي,انتم هالحين بتروحو تتسلفون من العمل والمدير يدري ويدري انكم متسلفين عشان عزومته وطبعا عزمكم هو وتبغوني عزيمتكم تطلع احسن من عزيمته ويا طالع الشجرة جبلي معك بقرة هو من نقرة في دحديرة,Khaliji
اطفال,ايواه مسافرين,Hijazi
كوميدي,بس بس بس ولا كلمة ولا حركة ولا نفس جننتوني جننتوا امي في هالبيت هذا يا مهبل بس,Najdi
درامي,الله يوفقك يا ولدي,Hijazi
درامي,تفضل,Khaliji
اطفال,اسناني مصلحة اشوف,Najdi
درامي,عرفت كيف كنا وشلون صرنا هالحين يا الله لك الحمد والشكر,Najdi
اطفال,ا ا فاهم فاهم ا سلام,Hijazi
كوميدي,مسكينة هيهي مسكينة وما تبي تعلمك ما تبي تعلم الناس كلهم يا عتيج مسكينة وش تسوي تفضح روحها تطلع في الشارع تصور امي في وسط الشارع ويا اختي امل ترضى ترضى ان احنا ننقط في الشارع ويا امي يا عتيج حسب الحرامي هذا الحرامي اللي باقنا ترضى ترضى عني في الشارع وتبريه من غيرواضح,Khaliji
اطفال,اقول لك وتجاوبني صح,Najdi
اطفال,فعلا راح لحاله,Hijazi
درامي,حابة انفخ شفايفي شوية,Hijazi
كوميدي,بعدين بقولكم شلون الحين عن اذنك,Khaliji
اطفال,انا كان ممكن ابيع الصحن هذا واشتريلي فيه اكل يكفيني يومين ثلاث ايام وهذا شسوي انا اه,Najdi
كوميدي,كرمه,Hijazi
كوميدي,تدرين عاد,Najdi
درامي,ما حد حاس بشيء,Khaliji
كوميدي,ايه بس هذا حلمي يا مها,Najdi
اطفال,مستبد شاك في اهليتك,Hijazi
كوميدي,في بداية ال العطلة الصيفية الماضية,Najdi
درامي,اي طيب يلا خير ان شاء الله,Hijazi
اطفال,لا ما نسيت يا سعيد,Hijazi
اطفال,السلام عليكم,Khaliji
اطفال,انا متاكد ان انا ان ننا سمعت خطواتن في برا المعمل بس لما خرجت ما لقيت شيء,Hijazi
اطفال,وكان حزين من ناحية هو عارف انه لازم يحسن من دخله علشان اولاده ومن ناحية تانية,Hijazi
اطفال,انا اسف يا سموه,Hijazi
درامي,حياتي العمة ما صحت للحين,Najdi
اطفال,سيدتي الجميلة,Hijazi
اطفال,اه يا رجلي اه يا رجلي اه اه,Najdi
اطفال,بس خلاص بس,Najdi
درامي,كانت راح تشتغل زيك و زينب ما هي اقل منك يا فايزة انتي وهي في حد واحد,Hijazi
درامي,ابي اكل لقمة سنعة زي الناس ابا كل شيء من يد زوجتي,Najdi
درامي,الله يسامحك يا,Najdi
كوميدي,زين نقلي الليلة ويبي باتشر وياتش المدرسة,Khaliji
كوميدي,بالضبط,Najdi
اطفال,ولا اي احد يقول عني بقرة,Hijazi
كوميدي,ترى طالبتها من موقع من الانستغرام بالفين ريال بس عشان عيونك عشان تكشخ لك,Khaliji
درامي,استريح يبا استريح انت الحين وبعدين يصير خير,Najdi
كوميدي,يابا انا ما اخذت الشريط اقوله يقوم يروح يذاكر يقولي لا,Hijazi
اطفال,ضروري انت ما في مخ عندك انت ولا ايه يا بني ادم يعني انت فاكر جبار هذا ما انت عارفه كويس احنا لو سوينا كذا واخذنا الكتاب يا بني ادم حيجيبنا لو رحنا مدري فين,Hijazi
كوميدي,انت والبقايا يلا,Hijazi
درامي,بعد كده حتشوفي ذهب مو فضة,Hijazi
اطفال,ما ادري,Hijazi
اطفال,حصل خير,Khaliji
كوميدي,الي يسمعك يقول انه منا مسافرين للخارج قم,Khaliji
كوميدي,تبغى تسافر ايش تبغى اسويلك يعني اربطها برقبتها عندك,Hijazi
اطفال,وهذا الكلام اللي قالي هو المرتب لكن انا بقول نستنى لمن مشاكل الجزيرة كلها تنتهي وبعدين نمشي,Hijazi
درامي,هلا ولدي سالم هلا ابوي,Khaliji
اطفال,لا,Hijazi
درامي,ياليت صورته تبقى,Khaliji
كوميدي,هذا كله يطلع منك يا دكتور,Najdi
اطفال,وانتو معايا غنو غنو,Khaliji
اطفال,لا ده يا ولدي,Najdi
كوميدي,ياربي وش ذا الخال,Najdi
اطفال,لو قدرنا نعرف فين خريطة الكنز,Hijazi
اطفال,اوه وبعدين الترابط عبادك هذا ما تخلي هذا,Khaliji
اطفال,ومين الي قلك يا استاذ عيد علشان انت اكبر مني,Hijazi
كوميدي,ما فيني شيء مع الشركة كل شيء تمام الحمد لله بعدين اوراقي خلاص ا خلصت,Khaliji
اطفال,يا سلام يعني انا اموت من الخوف علشان خاطر الاستاذ عيد والاستاذ سعيد يبغوا,Hijazi
كوميدي,هالانتاج الوفير,Najdi
اطفال,عباقرة صغار,Najdi
كوميدي,تكفى يا مناحي انا حبيتك ووثقت فيك ارجوك ثم ارجوك لا تخذلني,Najdi
درامي,دكتور ماجد,Najdi
كوميدي,بس ال ال ال ال الشقة ما خلتني لحالي,Najdi
كوميدي,حلم حياتي وما زالتي بعد,Hijazi
كوميدي,اف اف,Najdi
درامي,و انا موصيهم عشان لو احتجتوا اي شيء يكونوا هما اقرب الناس ليك,Khaliji
كوميدي,عظيم صح لسانك يقول حميدان الشويعر في المعنى هذا ع ها,Najdi
درامي,يلا روحي استقبلي زوجتج ولا تخلينه ينتظر اكثر من شذي ولا تكثري من الهرج,Hijazi
كوميدي,هذي يسمونها,Hijazi
كوميدي,اسمعني وركز معي,Najdi
درامي,ايش يقولوا الناس لو سمعوا الكلام هذا,Hijazi
درامي,بعد بعد مهدر,Najdi
اطفال,حفزك علشان ايش,Najdi
كوميدي,يبه انا مو مجنون,Hijazi
درامي,مشاعل,Najdi
كوميدي,ليش,Hijazi
اطفال,ما حيخش جيبي ولا قرش حرام بعد اليوم,Khaliji
اطفال,طيب ماشي يا فريد قول,Najdi
درامي,ايوه اكيد,Hijazi
كوميدي,واحد من اهل الجنوب يقول والله انا عندي خدامة اجيبله وحدة تسوي له عصيدة تلابيس خبزة دوح يا رجل يا رجل فيه امتيازات هنا في اكلات يسوونها شغلات هذولي شيء غير طبيعي طزات مقفرة عليها قفر تخيل كل شيء موجود حنا بذلك,Najdi
درامي,يور فريد كان هاف كيلد سعود,Najdi
اطفال,يا عم زكي,Khaliji
درامي,لا,Khaliji
كوميدي,قعدي من الصبح مرة ثانية عشان كل يوم نقعد تشذي على ذي السالفة يلا فيصل يلا توكل على الله,Khaliji
اطفال,العشب,Najdi
كوميدي,عن اذنكم,Khaliji
درامي,بنجيكم اليوم يا فايز انا وابراهيم ونشوف وش الموضوع,Najdi
كوميدي,اقول يعني,Hijazi
درامي,يا بنت الحلال,Hijazi
كوميدي,شوف يا شاهين انا ما اطلع عن طوع زوجي سمع اعطي الصفحة خميس ولا غيره انت مالك دخل,Hijazi
كوميدي,اخو محمد اخوه,Najdi
اطفال,كيف وصلتم الى هنا اذن,Khaliji
اطفال,ورح نغلبهم,Hijazi
اطفال,ويش حكاية,Khaliji
اطفال,اختاروا لكم حل من الاثنين,Najdi
كوميدي,يشمل الجميع ان شا الله ولا يخلي الا الشيخ هشام لقلك المختبرات والمراكز القلب و الاشعاعات والتحليلات كل شي في المستشفى لا عاد تخل واقفين قاعدين ما عاد عند الشيخ هشام الله يسلمك لا عاد تفشلنا عند الرجال يا ان شا الله يضرب الناس كلها,Hijazi
اطفال,وهذا اللي مزعلني هاهاها,Najdi
درامي,ميه وعشرين الف ريال,Hijazi
اطفال,تقدير,Najdi
اطفال,رد علي يا غزاله,Khaliji
درامي,وركايد ثنتين على واه جنا وو وبي قلبي هرجت الغانميني لاجا ومشيني روبال البيت خطوو,Najdi
اطفال,عايش في وعايش فيكم عايش في وعايش فيكم اهلا بيكم اهلا بيكم,Khaliji
اطفال,ولا يعاملني زي الاطفال الصغار تضربه على ايده يبرطم يزعل يترك الغرفة ويمشي,Hijazi
كوميدي,الله يشفيك يا رب,Hijazi
درامي,ليش وش تبي الفلوس,Najdi
اطفال,انت كنت تلعب وطحت,Hijazi
اطفال,طيب طب ليه فرضنا انه كلام بابا فرحان صحيح,Hijazi
اطفال,ك ما في لو سمحت اي معلومات,Hijazi
اطفال,ماعرفت اذا كان هو وراء استمرار جهل اهل القرية هادي ولا لا ما عرفت كمان انو ما في شي اسمه الوحش وان وهو والناس اللي معاهم الوحوش,Hijazi
اطفال,اقول لك وجدتها تقول لي جيتها,Hijazi
درامي,الله يهدداك الله يهدداك يا ابو مسامح ميتا عاد وحنا شمسوين له هذا حنا قايمين بواجبك ولا لك كل السمع والطاعة,Khaliji
اطفال,محمدا رسول الله,Hijazi
اطفال,فريد ما يرد,Hijazi
كوميدي,هي هي تعال,Hijazi
درامي,ابشرج اخوك احمد توظف حارس بنك بس ادعيله بالتوفيق ان شاء الله,Najdi
درامي,ولا تبغاني اقول كل شي وام اسامة تسمعني,Najdi
كوميدي,معلش يا دكتور يا ابو عادل عندنا اخبار تفرح القلب و تسر الخاطر,Khaliji
كوميدي,خليني كذي احس,Hijazi
درامي,انا محتاج من يحتويني قال احتوي قال,Khaliji
اطفال,فلا تحاول,Khaliji
اطفال,يعني بالله انه ساعدني,Najdi
اطفال,فاتلقت العنان للشباب,Khaliji
اطفال,ولا خطا,Hijazi
درامي,وربوا عيالكم على هذا,Najdi
كوميدي,رفضت الميه هذه,Najdi
كوميدي,يعني ما هو باللي ضمنت,Najdi
درامي,اخوكي بالف نعمة من الله وبخير بيسلم عليكي كثير,Hijazi
كوميدي,يعني لازم تصير ملهوف,Hijazi
درامي,اسف تاخرت عليك كنت اوصل لمار,Hijazi
درامي,لا تصدقون في ولدكم شبيب و ذيك الاعمى عجيب ثم عجيب ثم ما عجيب اي اي والله,Najdi
درامي,حمد لله على السلامة دكتور ما تخيلي اديش كنا قلقانين عليكي عليك,Najdi
اطفال,انه,Najdi
كوميدي,معك,Hijazi
اطفال,ايوا يا حكيم,Hijazi
اطفال,علم الاحياء,Najdi
كوميدي,هاهاها انت استاذ كل يوم توقع حتى الجروبات,Hijazi
كوميدي,خلاص يا عمي لا تزعج خالي ابو مرزوق,Khaliji
كوميدي,فيك انتي قديمة عاللون اشوف ايه سبعة وثلاثين بوصة,Khaliji
اطفال,والله عال انا رايح اوديكم فداهية هذه مليون ريال يا عصمة يا لعب مليون ريال ما هي لعب انا وريكم كيف شغلك,Hijazi
درامي,وجلس عند فيصل ولد عمك يعني بعيد عن عيونا انت غلطان,Khaliji
اطفال,سهلة جدا اعرف لاي شيء لغز حق الارقام ايه سهل,Najdi
اطفال,طيب يا جدو طيب انا اوريك يا جدو استنوا,Hijazi
درامي,كان بيقول لي خليك مع بناتي وبيتي واهلي لا تسيبهم يا غرب وانا في هذه حالة,Najdi
درامي,وهذه هي البشاره يا بدرية,Khaliji
كوميدي,صاير,Hijazi
درامي,ابشر بالبنت اللي تفرق تبدك فرك,Hijazi
اطفال,بعض الحركات الراقصة لتخفيف التوتر وبابا لسا بيضحك,Najdi
كوميدي,سم يا وليدي بشر,Khaliji
كوميدي,اخوي سعد يا اخوي عيا يسلفني مية الف وبيني وبينك السبب كله من ذا النصاب الجشع,Hijazi
درامي,يا رجل,Hijazi
درامي,لكن الي اعرفه ان الاولاد هم الاستثمار الحقيقي للانسان,Khaliji
كوميدي,ها يا فؤاد عيونك ما تغمض انت في مهمة وحتى لو غمضت عيونك نومة الذيب نومة الذيب عين مغمضة وعين مفتحة عين ايش,Hijazi
كوميدي,طيب المفتاح الاحتياطي انا حطيته هنا وينه في,Khaliji
كوميدي,تبيني اطلع عن امي عن اخواني,Hijazi
اطفال,هذولا اكلوا سمك,Najdi
درامي,المهم اعلميني واش هو شرطك,Hijazi
درامي,اهدا شوي اهدا تعال ما يصير احنا نتكلم عند الباب تعال تفضل اجور ونتكلم وفهمني كل اللي حصل بالظبط نعم هذا,Hijazi
