Category,ProcessedText,SpeakerDialect
كوميدي,جالك كلامي خلاص الواد مشي حلال عليك العشر تلاف ريال كلهم بس بالله عليك انا عايز نصيبي متنسنيش,Egyptian
درامي,اتفضل يا حبيبي جبت لك النظاره الثانيه من البيت,Egyptian
درامي,لا تحكي للخليل اهم اي شي انت تعرفي صحتها على قدها وما رح تحمل هيك اخبار,Egyptian
درامي,مع السلامة,Egyptian
درامي,,Egyptian
اطفال,طيب طيب يا دكتور شديد طيب,Egyptian
درامي,فلاشه ي,Egyptian
درامي,فهمني الاول مين اللي عايزك وعايزك ليه وعلاشان ايه,Egyptian
كوميدي,في الوقت ده الدش زي الفل,Egyptian
اطفال,اي خدمة,Egyptian
كوميدي,خير المخرج عاوزك بسرعة,Egyptian
كوميدي,هطلع اجيبه من فوق عشان هنمشي على طول علشان عندنا تصوير دلوقتي بس الحقيقة انا اما شفتكوا مش عارف بيتهيا لي شفتكوا قبل كده فين انتوا ما مثلتوش قبل كده,Egyptian
درامي,سكته حضراء,Egyptian
كوميدي,انت بتهزر هنا ولا ايه وش ذا بيديك مدرس رياضيات مثلا لا يا خوي,Egyptian
كوميدي,ابو ابراهيم الحقني يا ابو ابراهيم الله يرحم ابوك الحقني,Egyptian
كوميدي,الشخص اللي هيا تبيه اهلا اهلا منورنا يا اهلا و,Egyptian
درامي,اللي ما يمر يوم الا و هو جايب لنا مصيبة,Egyptian
اطفال,في موعد,Egyptian
درامي,حصلش الكلام ده استاذ خالد انا بقالي بشتغل عندكم ثلتعشر سنه شفتم مني حاجه وحشه لا سمح الله والشغاله دي بقالها بتشتغل عندكم ست سنوات انا عمري يا,Egyptian
كوميدي,والله ما انا فاهم منكن حاجة,Egyptian
درامي,النجدة يا عالم يا هو الحقونا الحقيني يا سيتي النجده الحقيني,Egyptian
درامي,و ابي الموضوع يكون منتهي فهمت,Egyptian
درامي,خلي بالك على نفسك,Egyptian
درامي,ما فيش حاجة حصلت يعني زي ما احنا ايه ده,Egyptian
درامي,ان شاء الله هتعدي هتبقي زي الفل,Egyptian
كوميدي,ايه ده مش حلاق ولا ايه الا,Egyptian
درامي,كشف المستور مش لاعبتي يمكن فم حاجة كده ولا كده هو انتي الي بتساليني يا ستي,Egyptian
كوميدي,انا برج القاهرة,Egyptian
اطفال,اولادي احبابي اطفالي بناتي اهلا بيكم اهلا اهلا اهلا بيكم اهلا اهلا في حكاية في رواية في حكاية ف,Egyptian
كوميدي,لكن دلوقتي حسيت بالغربة اكثر انا متاسف متاسف جدا من الكلام اللي بسمعه منكم,Egyptian
كوميدي,فان عزام عفوا,Egyptian
درامي,بس وغلاوة امي ما حارحمة,Egyptian
كوميدي,كيف ايه عايز ايه,Egyptian
درامي,لا بالعكس ما صار شي,Egyptian
كوميدي,تلامذتي تعال اما اعرفك عليهم,Egyptian
اطفال,يا رب,Egyptian
درامي,بسيت على رضوان عرفت انت مكسوف مني,Egyptian
درامي,بس بعد ما عرفت ان انا حامل,Egyptian
كوميدي,ماشي الصباح رباح,Egyptian
كوميدي,اتفضلي ده هو بيركن السيارة حقته تحت اتفضلي هناك نقعد اهلا اهلا وسهلا اهلا اهلا اهلا يا فندم اهلا,Egyptian
درامي,ما شاء الله وفهمت هذا كله,Egyptian
كوميدي,جيت ازاي,Egyptian
درامي,اول ما يوصل للتركيب اكون معاه,Egyptian
درامي,باذن الله,Egyptian
درامي,يا اختي افهم يعنى ايه انا في انتظارك هاهاها ياختي بتضحك على ايه دي,Egyptian
درامي,وايش عرفنا يا فاطمة,Egyptian
كوميدي,ده صاوريخ والدنيا مولعة حيثافر ازاي ده كلام فاضي دول دول مثاكين دول مثاكين بيبحثوا عن اي اه نجاح زائف ما هي واضحة,Egyptian
كوميدي,مش عارف,Egyptian
كوميدي,بالنسبة لمعظم اعمالي بتدور احدثها في احياء شعبية هاهاها حاكم انا اصلي من مواليد بولاء,Egyptian
درامي,انا مظلوم يا سعادة البية,Egyptian
درامي,ما هو ده مدير المشروع اللي كل المصايب اللي بتحصلنا ديه من وراه,Egyptian
كوميدي,خليكو معايا يا شباب انتبهوا معي للتجربة ايوه,Egyptian
درامي,لحظة,Egyptian
درامي,استرها يارب استرها يارب ربنا يرجعك بالسلامة يا سي بكر وانت يا بن فهرة,Egyptian
درامي,ماتخافي ماتخافي,Egyptian
كوميدي,اللي يثبت انه في تقارير طبية بتقول انه خوالك هم اللي ضربوكي وطلعولك ودم مش فيك ودم مش ضربوكي يارب يارب سامحني انا بكدب عليه فهمني ايوة,Egyptian
درامي,يا نهار ابيض ده الواحد ما كانش شايف اي حاجة,Egyptian
كوميدي,ده مسجل عندي متوفي يا شيخ,Egyptian
كوميدي,اييه وانتو هتنامو هنا,Egyptian
درامي,هو ليه الحلم ما بيكملش,Egyptian
درامي,اهدي اهدي اهدي يا حبيبي اهدي يا حبيبتي اهدي يا حبيبتي اهدي اهدي,Egyptian
درامي,لو جربتي اللي انا فيها فاطمة ما كان,Egyptian
كوميدي,في صيدلية هنا في اول حتة,Egyptian
كوميدي,اي مطار حد حيثافر والحرب ثغالة,Egyptian
درامي,بس ما تخبيش على صحبك,Egyptian
كوميدي,في الاول ايه,Egyptian
كوميدي,تعدد الزوجات دي حاجة جميلة خالص وراء كل رجل عظيم امراة تخيل بقا لو الرجل ده وراه اربعة,Egyptian
درامي,سجليلي هنا,Egyptian
كوميدي,الخامس والسادس اشوفهمم محلوين الحصة الجية,Egyptian
درامي,ايوة كان لازم نساند الدكتور سلطان,Egyptian
درامي,يا حامد,Egyptian
درامي,مع السلامة,Egyptian
درامي,هاهاها,Egyptian
اطفال,انا دفعت لك اكثر من ثلاث مرات يا فاضل,Egyptian
درامي,سلطان الحين ما هي بصالحنا,Egyptian
كوميدي,انا بقول يعني حيث كده بئا نجيب كوباية عصير كوباية مانجا انا عندي عرق سوس بالحبهان لو انتي عايزة,Egyptian
درامي,انا سمعت الدكتورة بتقول بلاش مهدئات,Egyptian
درامي,لا ولا حاجة,Egyptian
درامي,عشان انا بصراحة عايزة اتعالج,Egyptian
كوميدي,الخمسة بتاعة ايه انت ولا ولا انت حتشتغلنا انت الراسم عالبت ياض متشتغليش عشان ما اشتغلكش اقسم بالله وامد ايدي عليك يلا يلا مشيه من هنا دلوقتي حالا اهو عشان ممدش ايدي يلا,Egyptian
كوميدي,ابو علي هو مو بس و ابو حسين اكبر بس اه جميلة دي ابو علي هو و بس و ابو حسين اكبر بس,Egyptian
كوميدي,مرحلة متاخرة وممكن يكون سبب مشاكل في الكبد وهنا هتبقى مشكلة كبيرة,Egyptian
كوميدي,اخرص انت اللي تخرص,Egyptian
كوميدي,سدئوني انا مبسوط من حماسكم ده ومتفائل ان شاء الله ان المسلسل ده لما يتعرض حيترك اثر طيب في نفوس المشاهدين,Egyptian
اطفال,ولا اقولك روح اشتغل مع ابن خالتك في الاراضي ها,Egyptian
كوميدي,ربنا سبحانه وتعالى بيشفي صالح اسمع بس,Egyptian
درامي,ايواه محمد,Egyptian
كوميدي,لو عايز تعرض ال الاشعة دي على دكاترة ثانية معنديش مانع,Egyptian
كوميدي,اللي تشوفه,Egyptian
كوميدي,امري لله يا حسام خذ بالك من المحل انا رايح مع الراجل ده,Egyptian
كوميدي,طبعا العشر تلاف دول حق سعا صاحبة القضية,Egyptian
كوميدي,عامر بيتاع الهجولة,Egyptian
درامي,انت اللي عالم بعبدتك المسكينة تعبانة قد ايه,Egyptian
درامي,انا عندي رز و ملوخية,Egyptian
كوميدي,انشاء الله بخير انشاء الله,Egyptian
كوميدي,انا بئول لكو اهو,Egyptian
كوميدي,اهدى الزاي,Egyptian
كوميدي,دي بتاعتي يلا بتاعتي انا,Egyptian
درامي,لا حول ولا,Egyptian
كوميدي,الو ايوا انت فين في ناس مهمة هنا عندي في المكتب اه عايزينك بقولك ضروري مهمين والله طيب ماشي تفضلي تفضلي,Egyptian
درامي,يا ستي مش وقته تعرفي تفتحيها ولا لا,Egyptian
كوميدي,خالد وخالتي ام وخالد في حاجات ضروري انهم يعرفوها,Egyptian
كوميدي,اتفضل اتفضل,Egyptian
درامي,الموضوع انتهى من زمان ما حد ضرب احد على يده وقال وتعالى اشتري الناس هي اللي صابتها سرعه على الاراضي,Egyptian
كوميدي,لا لسه ما خرجناش,Egyptian
كوميدي,اهلا وسهلا استاذ محميد اهلا وسهلا اهلا وسهلا انا ا الحقيقة يعني فيه تجربة بفكر فيها بقالي كتير قوي يعني المسلسلات بتاعتنا بنصورها هنا او بنصورها في اي دولة عربية اخرى,Egyptian
كوميدي,كويس قوي,Egyptian
كوميدي,يلا سم هذي النخل اطلع لنا فوق وهات لنا منها البلح,Egyptian
درامي,في ايه انت كمان ايه اللي موترك كده,Egyptian
درامي,يا راجي قايلك مية مرة اول ما ييجي الاستاذ خالد القهوة بتاعته تكون جاهزة انت عايزه يخصم عليك انت ناقص,Egyptian
كوميدي,تعالى يا سلطان قوم,Egyptian
درامي,ومن سمعك ياستي,Egyptian
درامي,ما تخافش يا حبيبي انا عمو سلام,Egyptian
درامي,ف لما تجعل من لا يقدر هذا الحب,Egyptian
درامي,انت رايح فين,Egyptian
درامي,نعمين نعمين يا عيون نجوى,Egyptian
درامي,بالراحة حياتي بالراحة ايوه,Egyptian
درامي,انت بتعمله فيا ده,Egyptian
كوميدي,ان شاء الله نص ساعة واحنا نبقى عندكم,Egyptian
درامي,غدا سيفتقدون اليك ويطلبون رؤيتك,Egyptian
درامي,وبعدين اول لما يتم الحمل هطلقك,Egyptian
درامي,ده مريض ثاني معاك في الاوضة,Egyptian
درامي,بس من فترة قليلة جدا شوفت فيديو لام متوحشة كان بالنسبة لي انا متوحشة يعني بتضرب ابنها ضرب مبرح طب ازاي قدرت تنام بالليل وابنها بيعيط العياط دا كله فقلت ان انا لازم اتكلم في الموضوع ده عشان ما ينفعش الامهات يعاملوا ولادهم كذه ولو انت مش قد مسؤولية الامومة,Egyptian
درامي,في حل حندخل,Egyptian
درامي,كده برضه يا علي,Egyptian
درامي,بتراقب الناس اللي بيصلحوا الفيلا,Egyptian
كوميدي,المحل محلي غيرواضح ماني محلق,Egyptian
درامي,ايوا اهو ما فيش اي حاجه,Egyptian
كوميدي,عشان نشوف مين فيكو اللي بيذاكر ومين اللي قاعد يفلها ومزلق,Egyptian
درامي,من ساعة ما كلموني في التليفون ماني قادرة اتلم على نفسي,Egyptian
اطفال,لسه معلمك يا مورعي الاشكال انا اعرف اتفاهم معاها كويس تعالا ياد,Egyptian
درامي,عشان كمان شويه هبقى في اوضه العمليات,Egyptian
درامي,خلاص يا علي,Egyptian
درامي,ارادته فوق كل شيء,Egyptian
درامي,لا ليا لوحدي,Egyptian
كوميدي,عموما يا اخوان الاسئلة دي انا هرد عليها,Egyptian
اطفال,حب الارض شيء جوانا,Egyptian
كوميدي,احنا دلوقتي يعتبر خلصنا المنهج بالكامل,Egyptian
كوميدي,ماشي,Egyptian
كوميدي,مش قلتلك كل حاجة بعملها بنفسي مش معقول ده كله بيطلع في المونتاج محدش يقلق بس حبة ضمير حبة ضمير يا اخوانا دي فلوس ناس,Egyptian
كوميدي,يا جماعة الخير وينه ها المخرج شوفوه عشان ما نتاخر في التصوير شوفوه وينه,Egyptian
درامي,سلطان ذا قلب علينا الدنيا,Egyptian
كوميدي,اتفضل يا استاذ يا اهلا وسهلا يا اهلا وس,Egyptian
درامي,ارمي سلاحك ايوه زي الفل,Egyptian
درامي,لا صدقي,Egyptian
اطفال,انا برضه كمان طيار,Egyptian
درامي,الفطار يا ست نوف,Egyptian
درامي,في واحدة بتقولي اديني سلطان,Egyptian
درامي,عشان ربنا يسهلها معانا ويخرجنا منها على خير,Egyptian
درامي,يلا يلا,Egyptian
درامي,استاذ بكر استاذ بكر ن,Egyptian
درامي,وشك بقلول ليه ولا على حبيبه,Egyptian
كوميدي,عن نفسي انا بحييكوا لان هو ده الفنان,Egyptian
كوميدي,حل الحل موجود بس مش بساهل كده,Egyptian
درامي,الحمد لله,Egyptian
كوميدي,واحد متوفي والثاني حي,Egyptian
اطفال,قولي يا بابا وقول على الخير,Egyptian
درامي,يا قلبي,Egyptian
درامي,متشكرة قوي,Egyptian
درامي,اطلاقا و انتي قلتي لعقلش ما هو معقولة اني اوقع عقد بدون لا افهم ويش فيه انا نفسي اعرف انتي الكلام هذا تقولينه لمين موب انتي وقعتي مليون ورقة لوجدي بدون لا تدري وش فيها,Egyptian
اطفال,كنت بغيت الشوق الاقيكم,Egyptian
اطفال,وانا برضه كمان بحار,Egyptian
اطفال,هات,Egyptian
درامي,اي حاجة,Egyptian
درامي,بكره الصبح ان شاء الله قبل معاد العمليات حتلاقيني,Egyptian
كوميدي,مش قلتلك وجالك كلامي يلا استقبل بقى,Egyptian
كوميدي,تيجي من هناك جري تروح داخل بقى من هنا وتقولها ازيك يا طنط وتروح جاي على عمك وقوله شلونش عشان نخلص,Egyptian
درامي,انت اللي خسران,Egyptian
كوميدي,اذا الشرط عاجبك اهلا وسهلا مش عاجبك روح نقيلك مخرج تاني دول في السوق ياما على افا من يشيل لكن صدقني زي الكوماندا مش حتلاقي انا وحيد القرن,Egyptian
درامي,قالوا طرى ملكش امل في قربها لو يوم ابي,Egyptian
كوميدي,ادخل,Egyptian
درامي,وابن فهرة يحب يشرب ايش,Egyptian
كوميدي,اسمع انت وهو حقولكم كلمتين حطوهم حلقة فودانكم اوعوا حد فيكم يفكر يهرب البلد كلياتها محاصرة,Egyptian
كوميدي,ايوة,Egyptian
كوميدي,اي خدمة يا بيه,Egyptian
كوميدي,انا عاوزكم فطاحل في الفيزياء,Egyptian
درامي,غادة اوكي غاده,Egyptian
درامي,ايوه بس انا مش حسكت انا لازم اعمل فيديو عن الموضوع دا,Egyptian
درامي,تعال روح اوضتك,Egyptian
درامي,قومي بقى اعمليلنا لقمة ناكلها يعني كملي الرجولة,Egyptian
كوميدي,اييه مهو ال عندنا قانون احنا يا فندم نرجع القانون,Egyptian
درامي,فلو عايز تنام مرتاح ومن غير قلق جهزلي الفلوس ذي ها,Egyptian
كوميدي,هذا هذا صولي ها وهذا,Egyptian
درامي,الراجل ده مش مزبوط ايه الوقعة الهباب اللي انا وقعتها معاه دي,Egyptian
كوميدي,جمال اه صح,Egyptian
كوميدي,على حكاية الهندسة عايز اقولك حاجة عندنا مسلسل بدوي يعني لو شوفته هتاكل صوابعك وراه هقولك على سر بقى المسلسل ده ضارب في الخليج,Egyptian
كوميدي,ايه اه ايه انت مين انت,Egyptian
كوميدي,العاب وعظيم سعروه,Egyptian
كوميدي,دي ورطة مابعدهاث ورطة ده الجيث الغولي وقع في ثر اعماله,Egyptian
درامي,قلتله تعالى وانا شايلك,Egyptian
كوميدي,افزعله بالموية ولا بالكمادات ولا لا انا حجيب المكسرات وجيلك يخرب بيوتكو,Egyptian
درامي,بس بوكرة,Egyptian
درامي,انت المفروض تبقى في المصنع دلوقتي,Egyptian
اطفال,يا ولدي انت مش اول واحد ولا اخر واحد ابوه يعامله بالطريقة دي بس مش معنى كده انك تكره كل الناس وعاوز تنتقم منهم,Egyptian
درامي,في حسابات بيني وبين بابا بنصفيها مش كده يا يحيى,Egyptian
درامي,مطلعة عيني الثنتين,Egyptian
كوميدي,الله يخليك ان شاء الله تكون مصر عجبتكوا,Egyptian
درامي,شوف,Egyptian
كوميدي,مش قولتلك,Egyptian
كوميدي,امم القيالة,Egyptian
كوميدي,الخير كثير يا ام خالد والحمد لله,Egyptian
درامي,انا مش عارف استاذ خالد عايز ايه بالعبيط ده,Egyptian
كوميدي,بئولك كدا حقي حقي,Egyptian
درامي,بن فهرة,Egyptian
كوميدي,اه حمد عارف السكة ده حتى ما عربية خالد,Egyptian
اطفال,في موعد,Egyptian
كوميدي,ومن صديل,Egyptian
درامي,عارف انا امي ما حلتهاش غيري امير جان سايبها وانا جاينا شقيان هنا يا راضوان عشان لقمة العيش,Egyptian
درامي,ما هو انا لازم اعرف,Egyptian
درامي,لازم اختي تنام لحالها,Egyptian
درامي,حكم,Egyptian
درامي,هو بعينه,Egyptian
درامي,عليه العوض ومنه العوض عليه العوض ومنه العوض يا زينهم,Egyptian
درامي,راح من بالي اجازه,Egyptian
درامي,يختي الغلب اللي انا فيه ده واحدة قافلة عليها اوديتها وعماله تقرا قصص و روايات والتاني اللي طالع عليه اسمه اليوجا يا دي الغلب يا ربي نجوى يا ناعم يا ست,Egyptian
درامي,طيب ممكن تسكري مشان اعرف كيف بدي اتصرف,Egyptian
درامي,من وين بيجي الخير,Egyptian
درامي,بسرعه,Egyptian
درامي,ورايا عيادة وراي عيادة,Egyptian
درامي,معلش والله دكتور الموبايل كان معمول سايلنت,Egyptian
كوميدي,ائولكو تصبحو على,Egyptian
درامي,يشوفك يتغير ويهتز بدنه ويدور وجو عنك وتقولي ما في شيء بينك وبينه,Egyptian
كوميدي,معفن,Egyptian
كوميدي,التباس التباس,Egyptian
كوميدي,لكن يختي في ناس لسه جوة اللعبة وانا لازم احافظ لهم على حقوقهم,Egyptian
كوميدي,هناك به وسيبني اشوف شغلي,Egyptian
درامي,كان نفسي اجبلك الطفل اللي انت بتتمنيه,Egyptian
كوميدي,والثانية والساعة,Egyptian
درامي,هو حضرة الاستاذ سالم و اخوك الخبل,Egyptian
كوميدي,ودي اخر كلمة باقولها لك خد بالك من نفسك يا محمد كويس خد بالك من نفسك يا محمد كويس سلام عليكم اشوف وشك بخير يا محمد انا عندي حصة بسرعة سلام عليكم,Egyptian
درامي,يا وقعة طين يا عمي العود,Egyptian
كوميدي,اسمع يا حبيبي انت فاكر النجومية كده يعني بالسهولة دي,Egyptian
درامي,هل انا وجودى يدايقك,Egyptian
درامي,يعني انا جيت بحادثة سيارة,Egyptian
درامي,مجنونة يعني,Egyptian
كوميدي,انتو صدقتوا انا كنت بهزر ده ما صدقت لاقيت اهلي وحبايبي,Egyptian
كوميدي,خمسين ريال بعد كل ده,Egyptian
كوميدي,بقلك لا,Egyptian
درامي,وتخلص لي الموضوع في اسرع وقت,Egyptian
درامي,ولا انا استنجد بيه كصاحبي,Egyptian
اطفال,زي ما هي يا ابو نسمه,Egyptian
كوميدي,حاضر حاضر,Egyptian
اطفال,خلاص يا ولدي,Egyptian
كوميدي,يبقى كمين,Egyptian
درامي,تمام يا افندم حاضر,Egyptian
درامي,مشكله اسكت ده عنده بلاوي متلتله في البيت,Egyptian
درامي,مش قادرة افهم مين فيهم اللي كسر التاني,Egyptian
كوميدي,طلعلو اسد,Egyptian
درامي,انا بس حبيت اوريك ان انا اقدر اعلم عليك و ازعلك,Egyptian
درامي,هو مين ده,Egyptian
كوميدي,سرقتهم وانت مالك ومالي يا عم,Egyptian
اطفال,ساعتك,Egyptian
كوميدي,بس من غير تفكير انما عامر عافر يفكر ويفكر ويفكر غيرواضح,Egyptian
كوميدي,تمشي دلوقتي,Egyptian
درامي,ثانية وحدة بصي حضرتك انا معي التليفون,Egyptian
درامي,معايا في الاوضة,Egyptian
كوميدي,عبا عبا عبدالله عبدالله,Egyptian
درامي,دي بلدو علي,Egyptian
كوميدي,مشرف مؤقت مشرف زمانك,Egyptian
اطفال,ايوا السلام عليكم,Egyptian
كوميدي,ما تقوليش اوس خمسة,Egyptian
درامي,والله زي ما وصيتك قبل كده,Egyptian
كوميدي,طويل العمر هديك المبلغ اللي انت عايزه بس هيتصور معاك في فيديو وانت تشكره على العطايا اللي ادها لك ماشي,Egyptian
درامي,هم يقولوا بس,Egyptian
كوميدي,الو,Egyptian
كوميدي,اهلي,Egyptian
كوميدي,غيرواضح يا اهلا وسهلا,Egyptian
درامي,بس بحاول,Egyptian
درامي,بس اخر حاجة تفكر فيها هيا ضرب النار عايزين ندخل المزرعة دي ونخرج منها من غير ما نضرب ولا رصاصة فهمتني,Egyptian
درامي,ياني منك الراجل ده هيجنني,Egyptian
درامي,الحمد لله,Egyptian
درامي,ماعرفش خد بس شكلها عايزك وعرفانك و على تليفونك يا ملك يالبرمجيات حسبنا الله ونعم الوكيل,Egyptian
درامي,المشروع هيتم,Egyptian
درامي,استغفر الله العظيم يارب,Egyptian
كوميدي,الله الله الله الله انت كده يا استاذ وقعت في الغلط انت عارف مرة نجمة كبيرة وقعت في نفس الغلط اللي انت عملته ده من غير ذكر اسماء كانت سعاد حسني فقلت لاه بقا دانا الكوماندر,Egyptian
درامي,ماله ده مجرد فرد امن مش اكتر وبعدين انا عايز اعرف هو انا متهم بشيء معين ا انا عندي مئات الموظفين في الشركة بتاعتي والعمال يعني انا اكيد مش حتحمل مسؤولية تصرفاتهم الشخصية وبعدين انا لو في اي اتهام رسمي موجه ليا يا ريت تقولهولي لاني مش هتكلم غير قدام المحامي بتاعي,Egyptian
درامي,هذا اسلوب جديد,Egyptian
درامي,وزي ما تكون النتيجة انا رضية,Egyptian
كوميدي,وكنت عمدة عليكو تلاتين سنة,Egyptian
كوميدي,اه هو دا انت تعرف ابو علي و من هو صغير,Egyptian
درامي,لا اكيد العقد فيه ملعوب,Egyptian
كوميدي,في المعاد بالدقيقة,Egyptian
درامي,هنعمل ايه دلوقتي,Egyptian
اطفال,حضرة الضابط,Egyptian
كوميدي,يلا يا اخويا,Egyptian
كوميدي,اختراع عظيم,Egyptian
كوميدي,لكن للاسف مضطرا,Egyptian
درامي,يلا بينا,Egyptian
كوميدي,طبعا طبعا,Egyptian
درامي,ماشي ماشي يا عم,Egyptian
كوميدي,قولوا معايا,Egyptian
كوميدي,الدبرة دبرة ربك سيبني انا,Egyptian
اطفال,يعني ما في فايدة مافي فايدة مافي,Egyptian
كوميدي,الاكل جميل الاكل جميل الاكل ده كله,Egyptian
كوميدي,هي باختصار ا ال ال ال يلا,Egyptian
كوميدي,لا لا لا استوب الزام حدودك يا حبيبتي,Egyptian
درامي,طيب يا دكتور كنت عايز اسالك سؤال يعني معلش كده مارضيتش اسالك قدامها,Egyptian
كوميدي,سعد ده يعمل اي حاجة يكون فيها ورق تزوير حبر شيل حط الزق ده سعد اسطورة,Egyptian
كوميدي,مين اللي جاب الخيمة الزفت دي,Egyptian
كوميدي,اسمك ايه انت يا بتاع البلدية,Egyptian
درامي,فاضية,Egyptian
درامي,تربطه ايه يا عتيق انت بتتربط كمان,Egyptian
كوميدي,كدة مع الصبح يا حجام كدة مع الصبح اييه شتيمة شتيمة شتيمة,Egyptian
درامي,يا سلام و ازاي حنعرف معاد الضربة,Egyptian
درامي,في حاجة تانية يا دكتور,Egyptian
درامي,ان شاء الله هتعمليها بس هي التغيير المفاجئ ده,Egyptian
درامي,تبعد عن اي انفعال,Egyptian
درامي,اصلا فيه مثلا عندنا بيقول ايه,Egyptian
درامي,انا حسبكو بقى تشربوا اهوتكمو بستاذنكم بقى انا شكرا,Egyptian
درامي,من قلبك هذا الكلام ولا عشان زينب وموقفها منك,Egyptian
درامي,انتي وقعتي عقد وجدي,Egyptian
كوميدي,اصحو اصحو,Egyptian
كوميدي,ما شاء الله ما شاء الله سايبين الشغل وقاعدين هنا يلا قدامي قدامي هناك,Egyptian
درامي,زي ما انتي شايفة عقود بيع,Egyptian
كوميدي,عبد الله,Egyptian
درامي,انا ماليش دعوة فيكو كل ما كلم حد في البيت ده يقلي مالكيش دعوة ما لكيش دعوة طلعوني من وسطيكم انا ما بقاش ناقصة,Egyptian
كوميدي,ايه رايكم ما,Egyptian
درامي,لم مرزوق تقول بيتى قدام,Egyptian
درامي,دي فاضيه,Egyptian
كوميدي,وبعدين بقى تفيدة تاني مش قولنا توتة,Egyptian
اطفال,لا بننساه ولا يوم ينسانا,Egyptian
درامي,حط نفسك مكاني,Egyptian
كوميدي,امال شايفني قدامك بعمل اية يعني,Egyptian
درامي,مين اللي يقدر يقول معدودة والتحاليل الاشعة العلم بصفة عامة مش معقول طبعا يا ابو بكر انت ناسي اني مشيئة الله سبحانه وتعالى بيبقى لها حكم ثاني,Egyptian
اطفال,هات الشنطة,Egyptian
كوميدي,وقع الاختيار عليكوا انكوا انتوا تعملوا بعض الادوار المهمة ان شاء الله في المسلسل الجاي اللي انا هعمله ايه رايكم,Egyptian
كوميدي,تاني المحرم طيب اعملك ايه يعنياولا انتو يا البدو كلكم قاعدين في الخارجي بعدين هنا الفتحة دي اقرب عشان نختصر الوقت,Egyptian
درامي,انا بس خايفة تيجي علي لحظة,Egyptian
درامي,ان هو كان بيعمل كل ده عشان هدف نبيل,Egyptian
كوميدي,زيك ام خالد اخبارك ايه,Egyptian
كوميدي,يعني ما رح اخذ منصب المشرفة,Egyptian
درامي,انا مش طالبة منك غير الصبر,Egyptian
كوميدي,الحق الحق ابو دخيل النجمة وصلت,Egyptian
درامي,مع انا شنتايتي كانت معاهم,Egyptian
درامي,وانتا هتعوز اكثر من لي خدتو ايه يا سيدي,Egyptian
كوميدي,هنا,Egyptian
كوميدي,اه,Egyptian
كوميدي,ا,Egyptian
درامي,اولا حاجتك مش معايا,Egyptian
درامي,يا فرحتك يوم انك تضحك,Egyptian
درامي,يا غ,Egyptian
درامي,والشي الثاني والاضخم,Egyptian
كوميدي,امم كدا تصبحو على خير الحمد لله وش دي السلعوة ولا حمارة القيالة ولا حمارة القايلة دي بسم الله الرحمن الرحيم بسم الله الرحمن الرحيم عبد الله عبد الله عبد الله,Egyptian
درامي,اول شي,Egyptian
كوميدي,خلصت اللعبة احنا كنا بنصوركم بالكازينو لحد هنا نعرفكم ونشكركم احنا في الكاميرا الخفية هاهاها,Egyptian
درامي,انا ما بدي منك شي,Egyptian
درامي,مين ذه,Egyptian
درامي,انت عندي بالدنيا كلها,Egyptian
درامي,استاذ عبد العزيز عندي عايز يقابل حضرتك ايوه,Egyptian
درامي,ده مين ده,Egyptian
درامي,جايز تكون عامل عاملة كده ولا كده ومكسوف على دمك وحاطط في عنيك حصواية ملح وناوي تسمع وانت ساكت,Egyptian
درامي,اللي حصل حصل,Egyptian
درامي,ايوه يعني تاكل ايه علي,Egyptian
كوميدي,في الاول خالص حنفتح على قرية تراثية,Egyptian
درامي,اللي ما يقدرش على الحمار يتشطر على البردعة,Egyptian
درامي,ايش هذا كلام يبغيله ما عاد اسمعه منك,Egyptian
درامي,يعني ايه,Egyptian
درامي,ودلوقتي ايه اللي حيتم بعد القبض على فارس ورجالته,Egyptian
درامي,طبعا ده ما بيتعاملش مع اي شركات امن تانية بالشركة بتاعتنا,Egyptian
كوميدي,تعبان,Egyptian
درامي,شكرا دكتور سلطان,Egyptian
كوميدي,قاعد هناك يتونون يا ناس,Egyptian
كوميدي,مش فاهم,Egyptian
درامي,حركة جامده منك والله دكتور سلطان,Egyptian
درامي,شرق من غرب وانت ما تعرفش كمان الشرق من الغرب يادي الواقعة المنيلة تعالي يما شوفي الواقعة اللي انا فيها,Egyptian
كوميدي,دي حتبقى فيتنام التانية صدقني وانا عارف كل حاجة بخبرة اه وفي المجال ال ال يعني كبيرة قوي,Egyptian
درامي,ما تخافش علي يا حبيبي,Egyptian
درامي,لا يا سلام بالسهولة دي طب افرض عرفنا ندخل وخرجنا من غير ما حد ياخد باله مننا بالنسبة للكاميرات المنتشرة على سور الفيلا دي ايه,Egyptian
درامي,في ايه بقى فهميني,Egyptian
درامي,انا تحت امرك اشوف,Egyptian
كوميدي,ما عنديش مانع انا امضيلهم اللي هما عايزينه ما فيش مشكلة حمضي معك و لكن احب اقول لكم حاجة ده اتفاق نهائي واللي اوله شرط اخره نور يعني ما حدش يقدر يرجع في القرار ده,Egyptian
درامي,ده كان اول حملة للمدام صح,Egyptian
درامي,بس ارجوك,Egyptian
كوميدي,حناخدها من ميديم لونج مضروب كده ما فيش,Egyptian
درامي,استاذ باكر قولي بقى المحترم بن فهرة عاوزك ليه,Egyptian
درامي,اه مش معقول,Egyptian
درامي,شارية مصلحتك وخايفة عليك,Egyptian
